idx,cow_frac,rice_frac,wheat_frac,food_frac,press_frac,poultry_frac,temperature_C,HRT_days,OLR,converged,q_ch4_avg,pH_final,VFA_final,S_nh3_final,vfa_slope_last5d,ph_slope_last5d,first_instability_day,sim_error,stability_label
22,0.40341165116654154,0.18868005165451956,0.05506678337541342,0.175388612984965,0.006000361204197415,0.17145253961436288,39.55684130888543,10.617299078020132,6.750100173971746,True,0.19089261901281254,5.91306722579795,4.837777656334895,0.05441455817877613,0.06701364899171829,-0.0287679390256037,-1,,2
23,0.46795449773569425,0.32495794547362,0.012694270755669673,0.13183596976456113,0.05733747254191459,0.005219843728540479,29.443937704545284,17.821967173473922,6.272145308485921,True,0.47457482778598414,5.968792140196242,4.235073786581708,0.03807586184241675,0.003407089970818525,-0.005326350015283417,-1,,2
24,0.23109352319816698,0.40596637408514746,0.1451446243215776,0.10941249627050972,0.035188286435575374,0.07319469568902286,32.608603122285004,28.66484617277779,5.53274253998711,True,4.857773838715979,6.463580020315652,3.190893288268821,0.03485809265710097,-0.026328936507030064,-0.0036487820965023935,-1,,2
25,0.19506016574128276,0.013926071404146515,0.3329367889614118,0.07812652608258261,0.10756479100137203,0.27238565680920424,36.67196502094249,26.82517242039718,2.100902129120779,True,60.93157420768778,7.139558829522506,0.3528369050215841,0.04608832186270378,-0.055063478675727674,0.01861202786911729,-1,,0
26,0.3697832088377102,0.16524284430949085,0.13699933891112925,0.24691421105945247,0.0700989661907401,0.010961430691477318,31.259303252338512,29.781078291498766,2.188126490556742,True,45.39939242283172,7.26563025676302,0.6283393817037592,0.03650950881109503,-0.010643899594232842,0.013911238778763935,-1,,0
27,0.1056364275679224,0.2867456160084427,0.3150864860598643,0.025449545363829228,0.11129551533587452,0.15578640966406695,37.86714657844439,25.06490036270016,4.82298112232737,True,37.594490326885456,6.581062780890899,2.2884416842079323,0.037779425016026665,0.05694667235736903,0.012052428931886773,-1,,1
28,0.29381074897693094,0.07145478999436992,0.00911832842015523,0.41981547134811675,0.15636232296387054,0.049438338296556666,34.761562717044505,46.92736729762744,4.93830259556162,True,28.56688369104098,6.643391068432118,3.1840278157038213,0.04207795231671129,0.02139666493846675,-0.02062011714921567,-1,,2
29,0.4130454803651897,0.38855663736591195,0.0366249289388118,0.06587258627948155,0.007943777826729446,0.08795658922387561,25.51582585190923,17.34956473124651,1.9902870362632035,True,19.238338207460654,7.218847192720892,0.3636669112250381,0.035690630530405616,-0.004246884965361711,-0.00439204823086289,-1,,0
30,0.32673909812324026,0.06274539694654954,0.14996441035210703,0.18065602643480308,0.0034028833493485633,0.27649218479395155,25.988946414232117,36.532341139639655,4.602086094184055,True,28.417015669103762,6.852723241685826,2.316808743118981,0.043676717999929164,-0.030709497166285283,0.003915017671359925,-1,,1
31,0.33335274225417866,0.21507135446592968,0.12606616941264204,0.08891201996887602,0.07443479943424189,0.16216291446413164,35.25754479869068,10.746514995248223,5.344757828948347,True,6.83539474314849,6.496125536229683,2.881291284588293,0.03638779924175795,0.02176528268397952,-0.0019113592597936116,-1,,2
